Time,Parts0_X,Parts0_Y,Parts0_Z,Parts1_X,Parts1_Y,Parts1_Z,Parts2_X,Parts2_Y,Parts2_Z,Parts3_X,Parts3_Y,Parts3_Z,Parts4_X,Parts4_Y,Parts4_Z,Parts5_X,Parts5_Y,Parts5_Z,Parts6_X,Parts6_Y,Parts6_Z,Parts7_X,Parts7_Y,Parts7_Z,Parts8_X,Parts8_Y,Parts8_Z,Parts9_X,Parts9_Y,Parts9_Z,Parts10_X,Parts10_Y,Parts10_Z,Parts11_X,Parts11_Y,Parts11_Z,Parts12_X,Parts12_Y,Parts12_Z,Parts13_X,Parts13_Y,Parts13_Z,Parts14_X,Parts14_Y,Parts14_Z
138.7998612,-52.97174,453.4302,-23.35108,-19.19042,225.9302,3.777196,0,0,0,-182.7842,218.3622,7.195217,-375.3752,47.72412,87.01408,-580.7848,85.86153,284.5182,136.2629,241.7521,7.195216,334.683,-34.93295,-63.15083,575.6872,-137.2591,92.61503,-85.83881,-239.6297,19.55812,-126.1061,-642.8489,-175.6805,-120.0709,-995.4611,-424.4195,106.2104,-217.024,8.360908,19.57466,-654.6143,-58.71247,8.360656,-1086.3,41.92957
138.8665278,-36.13628,453.5508,-39.88301,-20.38175,224.068,-8.620023,0,0,0,-166.525,200.039,-10.15827,-87.35598,8.147243,159.6424,-49.34628,10.867,418.1633,129.1416,231.0293,-10.15826,323.143,-36.06868,76.1286,421.9023,-117.7871,332.3407,-85.93848,-242.5607,18.97027,23.66184,-641.726,-114.1707,116.6459,-1017.378,-266.7783,89.38403,-229.9501,49.84699,42.58231,-659.6313,70.87032,-98.84504,-1051.177,185.4049
138.9331944,-21.2333,455.7913,-40.30684,-7.057873,223.2137,-16.86452,0,0,0,-155.3877,207.0747,-18.61059,-139.3289,13.56796,166.5783,-156.1028,28.01457,412.8454,139.4335,235.8242,-18.61058,337.8941,-29.079,63.43433,439.9326,-110.0885,324.0091,-72.45548,-234.0084,14.75573,34.21614,-627.4685,-121.2492,134.4757,-1001.868,-280.3696,107.4422,-218.73,27.48969,63.7889,-650.1862,59.8723,-73.54293,-1037.861,175.9543
138.999861,-26.26058,450.2753,-45.34892,-16.48224,223.3665,-15.47116,0,0,0,-162.5901,203.2739,-16.88895,-150.0017,-8.510144,164.6079,-150.0445,5.587883,413.1786,132.3593,235.5749,-16.88896,295.8308,-41.10603,107.2498,380.1962,-127.7873,376.6366,-66.7625,-235.9648,19.18726,23.47811,-640.6021,-116.3731,140.8427,-1005.59,-248.8288,116.3533,-215.6865,16.88793,91.1255,-641.811,47.0421,-44.25018,-1036.492,112.5917
139.0665276,-38.34908,446.1836,-45.01156,-23.62867,222.986,-21.15811,0,0,0,-161.2206,199.8465,-21.73743,-191.0159,-20.67872,170.7561,-194.6403,-10.12099,416.8841,115.5203,234.008,-21.73742,268.364,-44.11786,109.6939,365.5624,-134.0976,373.6425,-64.99705,-238.1426,21.7101,2.736766,-647.1828,-106.23,104.8169,-999.9609,-220.5188,112.9931,-217.2678,22.9131,93.81696,-633.8702,49.12804,30.28917,-1023.244,41.41593
139.1331942,-39.19231,445.1029,-56.95885,-17.23589,215.9875,-29.68827,0,0,0,-172.2192,208.5136,-13.81341,-312.5503,-35.51587,118.5522,-415.2417,-17.12183,341.4211,121.3446,226.4805,-13.81343,134.6118,-46.24683,237.5589,150.5838,-124.2995,508.0672,-72.45772,-231.3272,16.61792,5.704208,-644.99,-36.67923,101.8058,-1001.993,-111.886,106.6665,-222.6131,38.96547,137.2556,-633.2833,68.88432,212.1779,-1001.724,-42.74537
139.1998608,-4.769345,444.7155,-53.36044,-5.179,222.5636,-26.99315,0,0,0,-161.2534,213.7606,-27.71613,-235.4986,-40.1056,113.1698,-334.7994,-41.2411,376.1861,152.1716,225.7046,-27.71614,297.9832,1.56791,97.40466,407.0569,-34.25209,345.371,-103.0108,-227.0202,25.09352,-22.46756,-663.3439,-12.21709,46.80227,-1007.576,-67.6134,98.06869,-221.7548,28.06212,255.4635,-633.2961,17.69363,425.2274,-979.2756,-84.42281
139.2665274,-7.569258,453.3097,-58.97372,-8.682928,220.4219,-29.25114,0,0,0,-160.9172,216.6408,-31.74185,-244.313,-29.98343,100.6926,-347.8197,-38.39381,354.7286,146.8482,230.6552,-31.74185,276.4719,-3.348521,109.3327,360.9646,-43.78786,359.5193,-92.71252,-223.1084,29.95562,-5.71692,-654.0521,-8.406965,44.42022,-995.8317,-60.7426,111.1006,-216.8856,36.70952,239.2632,-634.6464,5.835453,432.7927,-968.0751,-97.16335
139.333194,-28.28223,452.7389,-79.39909,-15.04626,220.3973,-40.61749,0,0,0,-172.0247,227.9801,-42.18972,-308.2343,-28.33684,49.56693,-445.623,-42.28931,276.4404,141.4304,233.5822,-42.18976,180.6454,-10.53397,142.0078,215.3262,-50.03696,396.7106,-84.01331,-207.9881,33.78317,-39.57166,-647.3438,-26.87524,-6.496187,-996.6859,-79.43818,112.1174,-215.2815,40.55554,193.1439,-647.6512,22.3908,360.2889,-969.3048,-55.51522
139.3998606,-12.5042,439.1813,-69.0555,-7.688836,219.2469,-35.13931,0,0,0,-168.1439,214.7992,-34.62079,-258.9229,-65.29604,97.41537,-385.2682,-71.29063,336.6874,151.0679,223.5285,-34.62079,310.9786,53.60212,70.02204,469.3964,73.8337,306.7414,-92.51347,-225.193,34.22768,-50.31781,-672.3524,-17.10139,-44.84434,-1028.687,-70.68192,101.1802,-221.8891,40.27463,228.0559,-650.9346,-2.676117,345.6272,-991.5829,-59.0622
139.4665272,-36.09993,442.367,-82.81909,-19.3575,220.5941,-41.39938,0,0,0,-178.2803,207.2054,-41.07422,-280.6732,-55.74387,97.84676,-411.4327,-54.62365,340.8061,135.152,233.5425,-41.0742,287.166,29.82207,79.14279,430.65,25.05624,320.6677,-84.17348,-230.7702,42.66269,-33.48994,-676.5305,-38.5102,-22.98647,-1054.993,-87.97096,114.3623,-215.8874,39.09523,207.8558,-649.3281,5.566524,351.1218,-999.3602,-58.0109
